NtsbCaseNumber,EventType,EventDate,AircraftDamage,ProbableCause,Latitude,Longitude,char_count,word_count,Category,Country,CountryCode,State
LAX05LA281,Accident,2005-08-29 09:55:00.000000 +00:00,Substantial,the student pilot's failure to ensure that the canopy was properly latched prior to departure.  The inadequate supervision of the flight by the instructor and flight school was also causal.,39.000278,-119.750556,189,30,Pilot Error,US,US,NV
CEN12CA360,Accident,2012-06-09 16:00:00.000000 +00:00,Substantial,The pilot's failure to maintain adequate clearance from the trees during a low-level aerobatic maneuver.,40.521945,-86.054725,104,15,Pilot Error,US,US,IN
GAA17CA026,Accident,2016-10-14 10:28:00.000000 +00:00,Substantial,"The pilot’s unstabilized approach, which resulted in the airplane’s wing striking the ground while the pilot was maneuvering to realign with the runway.",40.273056,-79.410278,152,23,Pilot Error,US,US,PA
SEA08CA132,Accident,2008-05-10 17:30:00.000000 +00:00,Substantial,The student pilot's failure to maintain an adequate airspeed during landing which resulted in a stall.,45.806667,-109.981666,102,16,Pilot Error,US,US,MT
DEN99FA016,Accident,1998-10-28 09:58:00.000000 +00:00,Substantial,The pilot not following instrument procedures and subsequently descended to minimums prematurely.  Factors were the mountainous terrain and the falling snow.,40.490406,-106.829963,157,21,Pilot Error,US,US,CO
LAX00LA239,Accident,2000-06-23 05:30:00.000000 +00:00,Substantial,the partial failure of the tail rotor pitch change control rod that resulted in an attempted run-on landing in dark night conditions.,39.020038,-122.039436,133,22,Mechanical Failure,US,US,CA
MIA98FA110,Accident,1998-03-28 20:46:00.000000 +00:00,Substantial,"The poor in-flight planning by the pilot-in-command for his failure to ask for assistance after becoming lost momentarily, and his failure to monitor the total time airborne after the fuel tanks were filled.  Contributing to the accident was the binding of the right fuel tank quantity transmitter resulting in the incorrect reading of the gauge, and inadequate aircraft manuals by the airplane manufacturer for failure to require testing of the fuel quantity indicating system for accuracy.  Also contributing was the failure of the pilot to obtain a preflight weather briefing, and unsuitable terrain encountered by the pilot during the forced landing.",26.65958,-80.090873,654,101,Pilot Error,US,US,FL
NYC07LA232,Accident,2007-09-17 10:45:00.000000 +00:00,Substantial,A total loss of engine power for undetermined reasons.,35.30722,-82.433609,54,9,Mechanical Failure,US,US,NC
CHI99LA274,Accident,1999-08-01 15:00:00.000000 +00:00,Substantial,"the failure of the pilot to maintain directional control of the aircraft during landing.  Factors to the accident were the crosswind, the failure of the pilot to maintain compensation for the crosswind condition on approach, and the inadvertent ground loop encountered by the pilot.",41.6492,-95.320617,282,44,Pilot Error,US,US,IA
SEA06CA186,Accident,2006-09-23 10:04:00.000000 +00:00,Substantial,The student pilot's failure to maintain directional control of the airplane during the landing roll.  A factor was the runway sign.,26.116666,-80.240554,131,21,Pilot Error,US,US,FL
LAX97LA145,Accident,1997-04-04 20:00:00.000000 +00:00,Substantial,"The pilot's decision to land with a tail wind condition, and a failure to attain the proper touchdown point which resulted in an overrun.",34.26081,-116.840492,137,24,Pilot Error,US,US,CA
NYC88LA114,Accident,1988-03-29 16:00:00.000000 +00:00,Substantial,THE PILOT FAILED TO MAINTAIN FLYING SPEED AND THE AIRPLANE SETTLED BACK ONTO THE RUNWAY AND RAN OFF THE END.,42.129009,-80.140373,108,20,Pilot Error,US,US,PA
FTW02LA047,Accident,2001-12-08 17:32:00.000000 +00:00,"Minor,Substantial",the Helldiver pilot's failure to maintain visual separation with the Cessna while taxiing.  Contributing factors were the Cessna pilot's failure to comply with the local controller's instructions to continue taxiing and the failure of the local and ground controllers to monitor the position of the Cessna.,30.020547,-90.019638,306,46,Air Traffic Control / Operational Factors,US,US,LA
MIA04FA086,Accident,2004-05-20 18:15:00.000000 +00:00,Substantial,"Failure of the pilot to recover from an improper landing flare resulting in his failure to maintain airspeed (Vs), an inadvertant stall, loss of control, and inflight collision with terrain during an uncontrolled descent.",27.069166,-82.440551,221,34,Pilot Error,US,US,FL
FTW95FA111,Accident,1995-02-08 20:50:00.000000 +00:00,Substantial,THE PILOT'S DECISION TO CONTINUE VFR FLIGHT INTO INSTRUMENT METEOROLOGICAL CONDITIONS AFTER BEING ADVISED THAT VFR FLIGHT WAS NOT RECOMMENDED. THE WEATHER AND DARK NIGHT WERE FACTORS IN THE ACCIDENT.,39.180328,-104.88916,199,30,Pilot Error,US,US,CO
DCA11MA039,Accident,2011-04-01 15:57:00.000000 +00:00,Substantial,"the improper installation of the fuselage crown skin panel at the S-4L lap joint during the manufacturing process, which resulted in multiple site damage fatigue cracking and eventual failure of the lower skin panel. Contributing to the injuries was flight attendant A's incorrect assessment of his time of useful consciousness, which led to his failure to follow procedures requiring immediate donning of an oxygen mask when cabin pressure is lost.",32.656665,-114.605834,449,70,Maintenance / Inspection Issues,US,US,AZ
CEN15CA184,Accident,2015-03-28 17:30:00.000000 +00:00,Substantial,The pilot did not maintain directional control of the airplane in gusting wind conditions.,38.184165,-99.533889,90,14,Pilot Error,US,US,KS
DEN89LA075,Accident,1989-02-09 14:15:00.000000 +00:00,Substantial,IMPROPER USE OF THE POWERPLANT CONTROLS BY THE CFI DURING DESCENT THROUGH LOW TEMPERATURE AIR.,40.449012,-104.530723,94,15,Pilot Error,US,US,CO
DEN92LA041,Accident,1992-03-06 18:45:00.000000 +00:00,Substantial,THE PREMATURE USE OF COLLECTIVE BY THE PILOT DURING AN AUTOROTATION. FACTORS WERE:  THE DISCONNECTION AND SUBSEQUENT COLLAPSE OF THE INDUCTION AIR LINE.,39.669509,-105.089248,152,23,Pilot Error,US,US,CO
ANC21LA059,Accident,2021-07-11 12:30:00.000000 +00:00,Substantial,"The pilot’s selection of unsuitable terrain for landing, which resulted in a nose over.",65.413046,-150.04006,87,14,Pilot Error,US,US,AK
CHI95LA074,Accident,1995-01-24 14:00:00.000000 +00:00,Substantial,The pilot's selection of unsuitable terrain for landing and takeoff.  A factor was rough/uneven terrain.,41.779312,-99.130966,104,15,Pilot Error,US,US,NE
MIA90LA032,Accident,1989-11-27 16:45:00.000000 +00:00,Substantial,"FAILURE OF THE PILOT TO MAINTAIN DIRECTIONAL CONTROL DURING THE LANDING ROLL, WHICH RESULTED IN AN INADVERTENT GROUND SWERVE.  FACTORS RELATED TO THE ACCIDENT WERE THE CROSSWIND CONDITION AND DITCH.",28.370573,-80.750892,198,30,Pilot Error,US,US,FL
CEN16FA214,Accident,2016-06-10 16:34:00.000000 +00:00,Substantial,"The pilots' failure to maintain adequate airspeed while executing a simulated engine failure and landing maneuver, which resulted in the wing's critical angle of attack being exceeded and a subsequent aerodynamic stall and loss of control.",37.77,-89.006942,239,36,Pilot Error,US,US,IL
CEN11LA078,Accident,2010-11-19 17:39:00.000000 +00:00,Substantial,"The pilot's failure to maintain adequate airspeed, resulting in an aerodynamic stall and hard landing.",34.833057,-92.254165,102,15,Pilot Error,US,US,AR
ERA13LA183,Accident,2013-03-29 15:46:00.000000 +00:00,Substantial,"The pilot's failure to ensure that his seatbelt was fastened and the pilots' failure to ensure that the canopy was latched properly, which resulted in the pilot's ejection from the cockpit following the opening of the canopy and the subsequent in-flight upset.",35.044445,-85.019996,260,42,Pilot Error,US,US,TN
ERA12FA458,Accident,2012-07-16 19:05:00.000000 +00:00,Substantial,"The pilot’s failure to ensure that the fuel selector handle was correctly positioned, which resulted in an interruption of fuel to the engine and a loss of engine power during the takeoff, which necessitated a turn away from the trees at the end of the runway and the subsequent stall.",39.242221,-77.154441,285,50,Pilot Error,US,US,MD
ANC92LA169,Accident,1992-09-15 16:00:00.000000 +00:00,Substantial,"PILOT IN COMMANDS'S POOR PREFLIGHT PLANNING/PREPARATION.  FACTORS CONTRIBUTING TO THE ACCIDENT WERE: LACK OF UNDERSTANDING OF AIRCRAFT TAKEOFF PERFORMANCE, LACK OF RECENCY OF PIC EXPERIENCE IN TYPE OF OPERATION, LOSS OF AIRCRAFT PERFORMANCE TAKEOFF CAPABILITIES, TERRAIN CONDITION OF SOFT WET SNOW.",64.899818,-148.160995,298,41,Pilot Error,US,US,AK
GAA18CA439,Accident,2018-07-20 15:30:00.000000 +00:00,Substantial,The pilot's failure to maintain directional control during the landing roll in gusting crosswind conditions.,38.526367,-96.725914,108,15,Pilot Error,US,US,KS
LAX89FA137,Accident,1989-03-27 17:15:00.000000 +00:00,Substantial,THE PILOT'S DECISION TO CONTINUE VFR FLIGHT WITH KNOWN FORECAST IMC ALONG HIS ROUTE.,40.629486,-121.870582,84,14,Pilot Error,US,US,CA
ATL05CA015,Accident,2004-10-20 16:00:00.000000 +00:00,Substantial,"The student pilot's improper landing flare, inadequate recovery from a bounced landing and failure to maintain directional control during rollout. A factor was the runway sign.",33.938888,-81.119445,176,26,Pilot Error,US,US,SC
GAA18CA390,Accident,2018-07-01 10:45:00.000000 +00:00,Substantial,"The pilot's improper landing flare in crosswind conditions, which resulted in a hard landing.",31.817222,-97.569442,93,14,Pilot Error,US,US,TX
WPR15LA032,Accident,2014-11-02 15:56:00.000000 +00:00,Substantial,"A loss of engine power during cruise flight due to the failure of the No. 6 connecting rod, which resulted from oil starvation.",42.223609,-123.064445,127,23,Mechanical Failure,US,US,OR
LAX05CA047,Accident,2004-12-08 13:07:00.000000 +00:00,Substantial,"the pilot's failure to maintain directional control, which resulted in a collision with an obstacle.",21.307222,-158.070281,100,15,Pilot Error,US,US,HI
CEN10LA575,Accident,2010-09-25 17:30:00.000000 +00:00,Destroyed,The pilot's improper touchdown point during landing and his delayed decision to execute a go-around. Contributing to the accident was the pilot's vision being obscured by the rain.,39.118888,-94.950836,180,28,Pilot Error,US,US,KS
LAX04FA241,Accident,2004-06-16 12:42:00.000000 +00:00,Substantial,the pilot's failure to maintain an adequate airspeed while maneuvering during a go-around that led to an inadvertent stall spin.,39.196945,-119.716667,128,20,Pilot Error,US,US,NV
GAA16CA442,Accident,2016-08-20 12:00:00.000000 +00:00,Substantial,"The facility's designation of the taxiway for use by maintenance personnel to conduct high thrust tests without appropriate safeguards in place, which led to maintenance personnel conducting high-power, run-up thrust procedures across the active taxiway and resulted in the loss of directional control of a light, single-engine airplane on the taxiway when it encountered a sudden, unexpected blast of engine thrust.",61.250831,-149.809448,416,61,Air Traffic Control / Operational Factors,US,US,AK
ERA12CA476,Accident,2012-07-24 11:10:00.000000 +00:00,Substantial,The pilot’s failure to maintain directional control while landing in a crosswind.,32.204444,-80.691665,81,12,Pilot Error,US,US,SC
ANC93FA061,Accident,1993-05-08 09:30:00.000000 +00:00,Substantial,"FOREIGN OBJECT DAMAGE TO THE COMPRESSOR ASSEMBLY, PROBABLY DUE TO LOOSE NUTS FROM THE COMPRESSOR CASE AFTER IMPROPER MAINTENANCE (INSTALLATION) BY MAINTENANCE PERSONNEL.",55.68024,-132.190841,169,23,Maintenance / Inspection Issues,US,US,AK
FTW92LA207,Accident,1992-08-06 14:00:00.000000 +00:00,Substantial,LOSS OF ENGINE POWER DUE TO A FRACTURED NUMBER THREE CYLINDER EXHAUST PUSH ROD ASSEMBLY.,31.109119,-97.729331,88,15,Mechanical Failure,US,US,TX
LAX89DVG05,Accident,1989-04-08 08:28:00.000000 +00:00,Substantial,AN ANIMAL ON THE RUNWAY.  FACTORS WERE: THE PILOT'S INTENTIONAL GROUND LOOP AND THE RESULTANT LOSS OF CONTROL.,40.600048,-122.459953,110,18,Other,US,US,CA
MIA04FA064,Accident,2004-04-04 16:06:00.000000 +00:00,Substantial,The failure of the pilot to feather the left propeller and his failure to maintain control of the airplane following a loss of engine power from the left engine resulting in the in-flight collision with terrain.  A factor in the accident was the loss of power from the left engine for undetermined reasons.,30.607778,-81.463058,306,53,Pilot Error,US,US,FL
MIA04LA013,Accident,2003-10-27 17:15:00.000000 +00:00,Substantial,"loss of engine power due to oil starvation for undetermined reasons, resulting in an in-flight collision with a fence during a forced landing.",29.266666,-82.116668,142,23,Mechanical Failure,US,US,FL
ANC96LA130,Accident,1996-08-24 10:30:00.000000 +00:00,Substantial,The pilot's selection of an unsuitable landing area.,61.620525,-148.979629,52,8,Pilot Error,US,US,AK
MKC90LA114,Accident,1990-05-24 16:05:00.000000 +00:00,Substantial,"GEAR DOWN AND LOCKED NOT IDENTIFIED, AND EMERGENCY PROCEDURES NOT PERFORMED BY THE PILOT IN COMMAND.",38.809894,-97.609275,100,16,Pilot Error,US,US,KS
WPR16LA168,Accident,2016-08-26 07:45:00.000000 +00:00,Substantial,An on-ground upset for reasons that could not be determined because postaccident examination of the helicopter revealed no evidence of mechanical malfunctions or failures that would have precluded normal operation.,19.743055,-156.032775,214,30,Other,US,US,HI
MIA99FA034,Accident,1998-11-14 21:54:00.000000 +00:00,Substantial,The pilot's failure to follow IFR procedures when he descended below the published minimum descent altitude.,34.949279,-89.819816,108,16,Pilot Error,US,US,MS
DEN89LA151,Accident,1989-07-02 10:30:00.000000 +00:00,Substantial,"THE FAILURE OF THE PILOT TO MAINTAIN AIRSPEED, WHICH RESULTED IN AN INADVERTENT STALL.",45.279647,-111.710159,86,14,Pilot Error,US,US,MT
CEN15LA140,Accident,2015-02-09 23:07:00.000000 +00:00,Substantial,"An undetermined malfunction of the nosewheel steering control module, which resulted in the nose landing gear being jammed in the gear bay. Contributing to the accident was the improper rigging of the nosewheel steering feedback sensors during installation.",29.984443,-95.341392,257,38,Maintenance / Inspection Issues,US,US,TX
CHI90DCJ02,Accident,1990-09-08 10:35:00.000000 +00:00,Substantial,THE PILOT'S FAILURE TO MAINTAIN AIRCRAFT CONTROL DURING LOW ALTITUDE MANEUVERING.,41.599922,-98.919654,81,11,Pilot Error,US,US,NE
CEN11CA199,Accident,2011-02-21 20:10:00.000000 +00:00,Substantial,The pilot's failure to maintain adequate airspeed during the approach/landing to compensate for the ice accumulated on the airframe which resulted in a hard landing.,41.608055,-88.102775,165,25,Pilot Error,US,US,IL
MIA89LA254,Accident,1989-09-16 20:43:00.000000 +00:00,Substantial,THE PILOT'S IMPROPER FLARE AND IMPROPER RECOVERY FROM A BOUNCED LANDING.  DARKNESS WAS A RELATED FACTOR.,26.55978,-81.87033,104,16,Pilot Error,US,US,FL
LAX08CA170,Accident,2008-05-19 14:00:00.000000 +00:00,Substantial,The pilot's inadequate compensation for the gusting crosswind and misjudged landing flare.,39.319999,-120.139442,90,12,Pilot Error,US,US,CA
WPR11LA179,Accident,2011-04-01 10:20:00.000000 +00:00,Substantial,The pilot’s inadequate visual lookout and failure to maintain clearance from a vehicle during a low-altitude operation.,37.316665,-121.01667,119,17,Pilot Error,US,US,CA
ANC95LA037,Accident,1995-03-10 18:00:00.000000 +00:00,Substantial,A FROZEN ENGINE BREATHER TUBE WHICH RESULTED IN A LOSS OF OIL AND ENGINE POWER.,61.930114,-151.730651,79,15,Mechanical Failure,US,US,AK
MIA94FA008,Accident,1993-10-17 15:30:00.000000 +00:00,Substantial,"INADEQUATE PREFLIGHT BY THE PILOT, AND HIS FAILURE TO ASSURE THAT PROPER MAINTENANCE/ANNUAL INSPECTION WAS ATTAINED. FACTORS RELATED TO THE ACCIDENT WERE: WATER AND OTHER CONTAMINATION IN THE FUEL SUPPLY, LACK OF CONTINUITY IN TWO IGNITION LEADS, LOOSE LEFT MAGNETO ON THE RIGHT ENGINE, AND IMPROPER TIMING OF THE RIGHT MAGNETO ON THE RIGHT ENGINE; TERRAIN CONDITIONS IN THE EMERGENCY LANDING AREA AND THE PILOT'S FAILURE TO USE A SHOULDER HARNESS PROBABLY ATTRIBUTED TO THE DEGREE OF INJURY AND DAMAGE.",25.899538,-80.29988,503,80,Maintenance / Inspection Issues,US,US,FL
FTW98LA193,Accident,1998-04-25 08:02:00.000000 +00:00,Substantial,The fuel exhaustion due to the pilot's failure to refuel. A factor was the lack of suitable terrain for the forced landing.,30.209573,-92.019538,123,22,Pilot Error,US,US,LA
FTW04LA164,Accident,2004-06-17 14:00:00.000000 +00:00,Substantial,The separation of the right main landing gear wheel and axle during take-off.  Contributing factors were the fatigue of the bolts on the right main landing gear and the rough and uneven terrain.,29.799722,-96.821945,194,33,Mechanical Failure,US,US,TX
MKC90LA149,Accident,1990-07-15 19:00:00.000000 +00:00,Substantial,FUEL EXHAUSTION AND REFUELING NOT PERFORMED BY THE PILOT IN COMMAND.,38.040195,-97.340484,68,11,Pilot Error,US,US,KS
CHI04CA222,Accident,2004-08-11 09:45:00.000000 +00:00,Substantial,"The pilot's inadequate flare and unsuccessful recovery from a bounced landing, and the pilot's and flight instructor's failure to maintain directional control and airspeed during the subsequent aborted landing, which resulted in a stall.  A factor was the flight instructor's inadequate supervision of the flight.",40.880672,-85.500228,313,45,Pilot Error,US,US,IN
WPR09LA396,Accident,2009-08-13 15:41:00.000000 +00:00,Substantial,A loss of engine power due to fuel exhaustion as a result of the pilot's inadequate fuel planning.,42.979442,-113.344718,98,18,Pilot Error,US,US,ID
NYC04LA201,Accident,2004-08-31 10:30:00.000000 +00:00,Substantial,The total loss of engine power due to the fractured crankshaft.,44.506942,-73.449996,63,11,Mechanical Failure,US,US,NY
DEN91LA062,Accident,1991-04-19 08:00:00.000000 +00:00,"Substantial,Substantial",THE PILOT'S FAILURE TO MAINTAIN VISUAL CLEARANCE AND PHYSICAL CLEARANCE BETWEEN THE AIRCRAFT.,34.940528,-104.670661,93,13,Pilot Error,US,US,NM
SEA97LA024,Accident,1996-11-03 16:40:00.000000 +00:00,Substantial,The pilot's failure to maintain directional control during the landing roll.,39.570091,-110.800827,76,11,Pilot Error,US,US,UT
GAA16CA296,Accident,2016-06-07 13:28:00.000000 +00:00,Substantial,"The flight instructor's delayed remedial action and his failure to remain vigilant as the helicopter entered the weathercock stability region, in gusting wind conditions, resulting in loss of tail rotor effectiveness and ground impact.",38.570278,-90.154998,235,34,Pilot Error,US,US,IL
DEN90LA015,Accident,1989-10-24 15:15:00.000000 +00:00,Substantial,THE PILOT'S IMPROPER FLARE AND IMPROPER RECOVERY FROM A BOUNCED LANDING. THE WIND CONDITION WAS CONSIDERED TO BE A CONTRIBUTING FACTOR.,47.920318,-97.069877,135,21,Pilot Error,US,US,ND
CEN09CA459,Accident,2009-06-27 11:30:00.000000 +00:00,Substantial,The pilot's failure to maintain a safe flying airspeed resulting in an inadvertent stall during the go-around.,38.969722,-104.812774,110,17,Pilot Error,US,US,CO
LAX90LA089,Accident,1990-02-14 17:23:00.000000 +00:00,Substantial,THE STUDENT PILOT'S FAILURE TO MAINTAIN DIRECTIONAL CONTROL AFTER LANDING.,38.549255,-122.149269,74,10,Pilot Error,US,US,CA
NYC99LA168,Accident,1999-07-07 13:35:00.000000 +00:00,Substantial,Was the failure of the flight instructor to recognize the high sink rate and apply corrective action in a timely manner.,41.169334,-81.430343,120,21,Pilot Error,US,US,OH
DFW05CA077,Accident,2005-01-21 07:45:00.000000 +00:00,Substantial,The airplane's collision with a deer during a go-around.  A contributing factor was the prevailing night condition.,33.11,-98.555274,115,17,Weather / Environmental Factors,US,US,TX
CHI07CA089,Accident,2007-03-11 15:40:00.000000 +00:00,Substantial,The pilot's failure to maintain directional control while landing.  Contributing factors to the accident were the wind conditions and the runway sign.,40.074443,-83.070274,150,22,Pilot Error,US,US,OH
DEN08CA034,Accident,2007-11-27 12:00:00.000000 +00:00,Substantial,the pilot's loss of directional control during landing resulting in a ground loop.,34.645,-106.83361,82,13,Pilot Error,US,US,NM
FTW95LA199,Accident,1995-05-15 12:52:00.000000 +00:00,Substantial,THE INADVERTENT STALL WHILE EXECUTING THE TURN TO REVERSE DIRECTION DURING AN AERIAL APPLICATION FLIGHT.,35.489963,-93.83966,104,15,Pilot Error,US,US,AR
SEA03LA058,Accident,2003-04-07 09:05:00.000000 +00:00,Substantial,The entanglement of the fuel quantity sender float in the start pump wiring within the fuel tank as a result of the wiring not being properly secured.  This rendered the fuel gauge inaccurate and the low fuel warning light inoperative which led to fuel exhaustion. The improper securing of the wiring was a result of unspecified maintenance personnel not identifying the unsecured condition. Contributing factors were the lack of adequate guidance in the maintenance manuals on inspection of the wiring and the low rotor RPM during the autorotation resulting in a hard landing.,47.452777,-124.27639,577,93,Maintenance / Inspection Issues,US,US,WA
CEN24LA347,Accident,2024-08-20 14:15:00.000000 +00:00,Substantial,The student pilot’s failure to maintain control of the airplane during landing.,26.177488,-97.972758,79,12,Pilot Error,US,US,TX
ERA14FA128,Accident,2014-02-22 15:05:00.000000 +00:00,Substantial,"The pilot's overreaction to a perceived conflict with a tow plane and glider on an intersecting runway, which resulted in a loss of control during an attempted aborted landing. Contributing to the accident was the failure of the glider tow operator to follow and the airport operator to ensure compliance with published airport rules and regulations for glider tow operations.",33.005279,-85.070274,376,60,Pilot Error,US,US,GA
FTW99LA133,Accident,1999-05-08 09:15:00.000000 +00:00,Substantial,The pilot's inadequate preflight inspection which resulted in fuel exhaustion and the subsequent total loss of engine power.,32.620227,-96.779579,124,18,Pilot Error,US,US,TX
SEA02LA112,Accident,2002-06-26 07:00:00.000000 +00:00,Destroyed,"The pilot's failure to arrest an excessive descent rate during an attempted landing, and his inadequate recovery from a bounced landing. Factors include a high density altitude , and trees near the runway.",44.728889,-116.092781,205,33,Pilot Error,US,US,ID
CEN20LA278,Accident,2020-07-10 11:02:00.000000 +00:00,Substantial,"The pilot’s loss of visibility in the cockpit due to foam created by the chemicals loaded in the hopper, which resulted in collision with terrain. Contributing to the accident was the combining of chemicals known to produce foam and the pilot’s failure to perform a jar test prior to flight as recommended.",37.443054,-102.61444,306,52,Pilot Error,US,US,CO
ERA14LA094,Accident,2013-10-26 13:45:00.000000 +00:00,Substantial,"The pilot's inadequate soft-field technique during the precautionary landing, which resulted in a nose-over. Contributing to the accident was the pilot's inadequate preflight inspection, which resulted in departure with an open fuel port and the subsequent in-flight, overboard venting of the fuel supply.",32.58889,-88.174446,305,43,Pilot Error,US,US,AL
CEN20CA120,Accident,2020-03-11 16:45:00.000000 +00:00,Substantial,"The pilot's improper starting procedure, which allowed the airplane to move forward over the wheel chocks and impact him and a hangar when he subsequently hand propped the engine.",41.695278,-93.568611,179,29,Pilot Error,US,US,IA
GAA19CA497,Accident,2019-08-15 12:00:00.000000 +00:00,Substantial,"The pilot's overapplication of brakes during landing, which resulted in a nose-over.",61.188056,-142.616104,84,12,Pilot Error,US,US,AK
FTW92LA090,Accident,1992-03-16 11:30:00.000000 +00:00,Substantial,THE LOCKING OF THE MAIN LANDING GEAR BRAKES.,30.119256,-92.490425,44,8,Mechanical Failure,US,US,LA
CHI98LA289,Accident,1998-08-02 13:30:00.000000 +00:00,Substantial,was the student pilot s inadequate compensation for the wind conditions he encountered during the landing phase.  A factor in this accident was the pilot s lack of total experience.,41.600574,-86.710578,181,30,Pilot Error,US,US,IN
CEN12LA651,Accident,2012-09-10 18:10:00.000000 +00:00,Substantial,A total loss of engine power during initial climb due to fuel starvation for reasons that could not be determined because postaccident examination could not verify whether the fuel selector was properly positioned before takeoff.,38.042499,-87.317779,229,35,Other,US,US,IN
CHI91FA116,Accident,1991-03-26 14:11:00.000000 +00:00,Substantial,"FAILURE TO MAINTAIN AIRSPEED WHILE EXECUTING A FORCED LANDING. FACTORS RELATED TO THE ACCIDENT WERE THE PILOT'S IMPROPER INFLIGHT PLANNING/DECISION, AND FUEL EXHAUSTION.",44.72002,-93.429145,169,23,Pilot Error,US,US,MN
GAA19CA494,Accident,2019-08-14 14:20:00.000000 +00:00,Substantial,"The pilot's delay in extending the landing gear and his improper movement of the landing gear lever, which led to a gear-up landing.",37.894443,-121.238609,132,23,Pilot Error,US,US,CA
MIA01IA110,Incident,2001-04-04 13:20:00.000000 +00:00,Minor,The captain's activation of the left propeller feathering button after failure of the right engine for undetermined reasons resulting in loss of all engine power and the airplane making a forced landing in water.,18.439443,-66.001945,212,34,Pilot Error,PR,PR,PR
DEN90FA059,Accident,1990-02-21 18:16:00.000000 +00:00,Substantial,LOSS OF CONTROL OF THE AIRCRAFT DURING ACROBATIC FLIGHT AND THE PILOT'S FAILURE TO RECOVER FROM A SPIN.,34.120616,-118.759757,103,18,Pilot Error,US,US,CA
FTW94IA198,Incident,1994-06-17 11:55:00.000000 +00:00,Minor,THE FUEL NOZZLE DRAIN LEAK DUE TO A DEFECTIVE O-RING.,34.13055,-96.259536,53,10,Mechanical Failure,US,US,OK
CHI97LA129,Accident,1997-05-11 10:45:00.000000 +00:00,Substantial,"Improper flare.  A factor associated with the accident was the gusty, crosswind condition.",41.689601,-86.149742,90,13,Pilot Error,US,US,IN
CEN10CA267,Accident,2010-03-22 12:00:00.000000 +00:00,Substantial,An unknown event that resulted in damage to the airplane's firewall.,32.851665,-106.108329,68,11,Other,US,US,NM
ANC00LA061,Accident,2000-05-22 09:05:00.000000 +00:00,Substantial,An in-flight collision with a bird.,60.789226,-145.610198,35,6,Other,US,US,AK
LAX91FA399,Accident,1991-09-20 23:34:00.000000 +00:00,Substantial,"THE PILOT'S FAILURE TO MAINTAIN THE PROPER ALTITUDE, HIS IMPROPER INFLIGHT DECISION TO ATTEMPT FLIGHT BELOW THE BASE OF AN OVERCAST LAYER OF CLOUDS TOWARD RISING MOUNTAINOUS TERRAIN AND THE FLIGHT'S INADVERTENT ENTRY INTO INSTRUMENT METEOROLOGICAL CONDITIONS. FACTORS WHICH CONTRIBUTED TO THE ACCIDENT WERE THE PILOT'S MISJUDGED WEATHER EVALUATION AND HIS IMPROPER VFR PROCEDURES.",37.299816,-122.089866,380,54,Pilot Error,US,US,CA
ERA11FA036,Accident,2010-10-26 09:54:00.000000 +00:00,Substantial,The pilot's continued flight into known adverse weather conditions. Contributing to the accident was the air traffic controller's failure to provide precipitation information to the pilot as required.,34.760753,-88.529731,200,28,Pilot Error,US,US,MS
DEN01LA042,Accident,2001-01-17 20:45:00.000000 +00:00,Substantial,failure to maintain directional control of the aircraft after an encounter with adverse weather during landing roll.  A factor was ground fog.,37.240257,-107.029815,142,22,Weather / Environmental Factors,US,US,CO
DFW08CA168,Accident,2008-06-23 16:30:00.000000 +00:00,Substantial,The pilot's failure to maintain aircraft control.  Contributing to the accident was the pilot's failure to maintain adequate airspeed.,32.424999,-91.139999,134,19,Pilot Error,US,US,LA
DFW08CA150,Accident,2008-05-20 20:36:00.000000 +00:00,Substantial,The pilot's failure to maintain airspeed which resulted in an inadvertent stall.  Contributing to the accident was the loss of engine power for undetermined reasons.,36.029998,-106.045829,165,25,Pilot Error,US,US,NM
SEA04LA118,Accident,2004-06-25 10:45:00.000000 +00:00,Substantial,The pilot's failure to maintain directional control of the aircraft during the landing roll resulting in a main landing gear collapse.,46.416667,-105.004997,134,21,Pilot Error,US,US,MT
FTW91LA056,Accident,1991-03-24 11:51:00.000000 +00:00,Substantial,"THE FAILURE OF THE ENGINE DUE TO A JAMMED VALVE, INCORRECT MAINTENANCE PROCEDURES, AND THE PILOT'S IMPROPER COMPENSATION FOR THE EXISTING WIND CONDITIONS. A FACTOR WAS THE TAILWIND.",29.129379,-98.149703,181,28,Maintenance / Inspection Issues,US,US,TX
CEN23LA087,Accident,2023-01-20 17:34:00.000000 +00:00,Substantial,The loss of engine power due to carburetor icing.,32.545827,-93.75031,49,9,Mechanical Failure,US,US,LA
LAX08CA037,Accident,2007-10-30 17:45:00.000000 +00:00,Substantial,"The pilot's delayed decision to abort the landing, which resulted in a runway overrun.",37.483612,-120.691665,86,14,Pilot Error,US,US,CA
MIA05LA062,Accident,2005-02-22 16:30:00.000000 +00:00,Substantial,"Maintenance personnel failure to detect corrosion in the landing gear strut, resulting in the gear collapsing during landing and damage to the airplane.",29.079999,-81.046669,152,23,Maintenance / Inspection Issues,US,US,FL
SEA90LA063,Accident,1990-04-05 13:30:00.000000 +00:00,Destroyed,AN INADEQUATE RECOVERY FROM A BOUNCED LANDING AND INADEQUATE CLEARANCE TO AVOID COLLIDING WITH TREES.,44.679244,-122.760406,101,15,Pilot Error,US,US,OR
